Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Categorize Mental Fatigue,Categorize Designation,Categorize Resource Allocation,days_count
1,0,1,0.6,0.4444444444444444,0.6799999999999999,0.46,3,1,1,4994
0,0,0,0.6,0.6666666666666666,0.61,0.54,3,1,2,5016
0,1,0,0.0,0.0,0.42000000000000004,0.23,1,0,0,5050
1,0,0,0.4,0.2222222222222222,0.6,0.42,2,1,0,5025
1,0,1,0.4,0.4444444444444444,0.45,0.37,1,1,1,5221
1,1,0,0.2,0.1111111111111111,0.16999999999999998,0.13,0,0,0,5078
1,1,0,0.4,0.4444444444444444,0.7,0.52,3,1,1,5071
0,0,0,0.4,0.4444444444444444,0.5900000000000001,0.39,2,1,1,5167
1,1,1,0.4,0.3333333333333333,0.47000000000000003,0.34,1,1,1,5162
0,0,0,0.4,0.4444444444444444,0.5599999999999999,0.41,2,1,1,5023
0,0,1,0.4,0.4444444444444444,0.62,0.53,3,1,1,4956
0,1,1,0.2,0.2222222222222222,0.5700000000000001,0.44,2,0,0,4945
1,1,0,0.6,0.6666666666666666,0.85,0.89,4,1,2,4939
0,0,0,0.6,0.5555555555555556,0.58,0.38,2,1,1,5090
0,1,0,0.8,0.8888888888888888,0.82,0.87,4,2,2,5213
1,0,1,0.6,0.6666666666666666,0.65,0.57,3,1,2,5020
1,1,0,0.2,0.1111111111111111,0.26,0.2,0,0,0,5113
1,1,1,0.6,0.5555555555555556,0.6,0.56,2,1,1,5034
1,1,0,0.4,0.4444444444444444,0.52,0.31,2,1,1,5256
1,0,0,0.0,0.0,0.27999999999999997,0.09,0,0,0,4960
0,0,0,0.6,0.5555555555555556,0.48,0.44,1,1,1,4930
1,1,1,0.2,0.2222222222222222,0.64,0.43,3,0,0,5109
1,1,1,0.8,0.7777777777777778,0.6900000000000001,0.68,3,2,2,5232
1,0,1,0.6,0.5555555555555556,0.52,0.43,2,1,1,5195
0,0,1,0.0,0.1111111111111111,0.27,0.21,0,0,0,5058
1,1,0,0.4,0.2222222222222222,0.4,0.27,0,1,0,5157
0,1,1,0.8,0.6666666666666666,0.6599999999999999,0.65,3,2,2,5251
1,0,1,0.4,0.4444444444444444,0.65,0.5,3,1,1,4908
1,0,1,0.0,0.0,0.36,0.17,0,0,0,5104
0,0,1,0.4,0.4444444444444444,0.63,0.57,3,1,1,5041
0,0,0,0.2,0.1111111111111111,0.0,0.0,0,0,0,5193
0,1,0,0.6,0.4444444444444444,0.61,0.5,3,1,1,5119
0,0,1,0.6,0.6666666666666666,0.79,0.74,4,1,2,5109
1,1,1,0.2,0.3333333333333333,0.51,0.31,2,0,1,5231
0,1,1,0.6,0.5555555555555556,0.5900000000000001,0.53,2,1,1,4918
0,1,0,0.6,0.5555555555555556,0.85,0.66,4,1,1,5182
1,1,1,0.6,0.4444444444444444,0.36,0.3,0,1,1,5030
1,0,1,0.4,0.3333333333333333,0.53,0.38,2,1,1,5157
0,1,1,0.6,0.5555555555555556,0.5700000000000001,0.37,2,1,1,4992
0,1,1,0.6,0.4444444444444444,0.61,0.44,3,1,1,5067
1,0,1,0.6,0.3333333333333333,0.51,0.46,2,1,1,5149
1,1,1,0.4,0.2222222222222222,0.5700000000000001,0.49,2,1,0,4970
1,1,1,0.6,0.4444444444444444,0.63,0.47,3,1,1,4950
1,0,1,0.4,0.3333333333333333,0.7,0.47,3,1,1,5229
0,1,1,0.2,0.3333333333333333,0.63,0.45,3,0,1,5218
1,1,1,0.2,0.1111111111111111,0.44000000000000006,0.37,1,0,0,4899
1,1,1,0.6,0.6666666666666666,0.62,0.54,3,1,2,5187
0,1,0,0.2,0.2222222222222222,0.55,0.34,2,0,0,5165
1,1,1,0.8,0.7777777777777778,0.82,0.75,4,2,2,4973
0,0,0,0.6,0.5555555555555556,0.67,0.58,3,1,1,5081
0,0,0,0.6,0.5555555555555556,0.8,0.64,4,1,1,4928
0,1,0,1.0,0.7777777777777778,0.93,0.84,4,2,2,5107
0,1,0,0.4,0.4444444444444444,0.8099999999999999,0.63,4,1,1,4980
0,1,0,0.4,0.4444444444444444,0.7,0.54,3,1,1,5239
0,1,1,0.4,0.3333333333333333,0.53,0.39,2,1,1,5146
0,0,0,0.2,0.2222222222222222,0.52,0.28,2,0,0,5117
1,0,1,0.2,0.1111111111111111,0.52,0.32,2,0,0,4910
1,1,1,0.2,0.0,0.48,0.24,1,0,0,5006
1,0,1,0.0,0.0,0.13,0.09,0,0,0,4955
1,1,1,0.4,0.2222222222222222,0.36,0.19,0,1,0,5031
0,1,1,0.6,0.3333333333333333,0.55,0.34,2,1,1,5121
1,1,1,0.4,0.4444444444444444,0.62,0.56,3,1,1,4966
0,1,1,0.6,0.5555555555555556,0.6,0.46,2,1,1,5141
0,1,0,0.4,0.4444444444444444,0.73,0.52,4,1,1,5256
0,0,1,0.4,0.3333333333333333,0.53,0.43,2,1,1,5020
0,1,0,0.8,0.7777777777777778,0.85,0.7,4,2,2,5115
0,0,1,0.4,0.2222222222222222,0.43,0.26,1,1,0,4941
1,1,1,0.6,0.4444444444444444,0.5700000000000001,0.37,2,1,1,5038
1,1,1,0.2,0.2222222222222222,0.71,0.5,4,0,0,5237
1,1,1,0.6,0.5555555555555556,0.51,0.33,2,1,1,4930
0,1,1,0.4,0.2222222222222222,0.62,0.42,3,1,0,5194
0,1,0,0.6,0.6666666666666666,0.8400000000000001,0.69,4,1,2,4970
0,0,1,0.6,0.7777777777777778,0.86,0.76,4,1,2,5225
1,1,0,0.6,0.5555555555555556,0.75,0.71,4,1,1,5110
1,1,0,0.6,0.5555555555555556,0.74,0.71,4,1,1,5207
0,0,0,0.4,0.3333333333333333,0.72,0.65,4,1,1,5158
1,1,0,0.2,0.1111111111111111,0.44000000000000006,0.36,1,0,0,4894
0,1,1,0.2,0.2222222222222222,0.32999999999999996,0.24,0,0,0,4986
0,1,0,0.6,0.5555555555555556,0.78,0.69,4,1,1,5202
1,1,0,0.4,0.5555555555555556,0.8099999999999999,0.61,4,1,1,4942
1,1,1,0.0,0.1111111111111111,0.16,0.11,0,0,0,5246
1,0,1,0.6,0.3333333333333333,0.53,0.44,2,1,1,4909
1,1,0,0.6,0.4444444444444444,0.73,0.56,4,1,1,5255
1,0,1,0.2,0.2222222222222222,0.65,0.52,3,0,0,5075
1,0,1,0.2,0.1111111111111111,0.6799999999999999,0.47,3,0,0,5147
1,1,1,0.6,0.3333333333333333,0.61,0.47,3,1,1,4998
1,1,0,0.4,0.3333333333333333,0.54,0.45,2,1,1,5016
1,1,0,0.4,0.4444444444444444,0.39,0.33,0,1,1,5134
1,0,1,0.6,0.5555555555555556,0.6799999999999999,0.61,3,1,1,5156
1,0,1,0.6,0.6666666666666666,0.79,0.59,4,1,2,4948
1,0,0,0.4,0.4444444444444444,0.63,0.56,3,1,1,5036
1,1,0,0.2,0.1111111111111111,0.64,0.42,3,0,0,4985
1,1,1,0.2,0.2222222222222222,0.54,0.32,2,0,0,5253
0,1,0,0.6,0.4444444444444444,0.75,0.6,4,1,1,5189
0,1,0,0.6,0.7777777777777778,0.71,0.72,4,1,2,5184
1,0,0,0.6,0.5555555555555556,0.6,0.43,2,1,1,4970
1,0,1,0.8,0.4444444444444444,0.62,0.48,3,2,1,5159
1,1,1,0.4,0.3333333333333333,0.48,0.37,1,1,1,5148
1,1,1,0.2,0.1111111111111111,0.35,0.26,0,0,0,4893
1,1,0,0.2,0.4444444444444444,0.74,0.54,4,0,1,5105
0,0,0,0.4,0.5555555555555556,0.77,0.65,4,1,1,5039
1,0,0,0.6,0.4444444444444444,0.71,0.61,4,1,1,5178
1,0,1,0.4,0.3333333333333333,0.5,0.34,1,1,1,4936
0,0,1,0.6,0.5555555555555556,0.71,0.48,4,1,1,4960
0,0,1,0.4,0.2222222222222222,0.51,0.32,2,1,0,5040
1,1,1,0.4,0.2222222222222222,0.32999999999999996,0.19,0,1,0,5038
1,1,1,0.4,0.2222222222222222,0.62,0.47,3,1,0,5245
1,0,1,0.6,0.4444444444444444,0.38,0.3,0,1,1,5067
0,1,1,0.2,0.1111111111111111,0.58,0.36,2,0,0,5104
0,1,0,0.6,0.4444444444444444,0.75,0.64,4,1,1,4947
0,1,0,0.2,0.2222222222222222,0.5900000000000001,0.4,2,0,0,5070
0,1,0,0.4,0.5555555555555556,0.75,0.62,4,1,1,5224
1,1,1,1.0,0.8888888888888888,1.0,1.0,4,2,2,4985
1,1,0,0.8,0.6666666666666666,0.8699999999999999,0.69,4,2,2,5242
0,1,0,0.4,0.4444444444444444,0.62,0.59,3,1,1,5214
1,1,1,0.2,0.1111111111111111,0.47000000000000003,0.34,1,0,0,5185
0,1,0,0.2,0.1111111111111111,0.42000000000000004,0.31,1,0,0,4898
1,1,0,0.2,0.3333333333333333,0.55,0.51,2,0,1,5033
1,1,1,0.4,0.4444444444444444,0.54,0.31,2,1,1,5186
1,1,0,0.8,0.6666666666666666,0.77,0.66,4,2,2,5239
1,0,0,1.0,0.8888888888888888,1.0,1.0,4,2,2,5183
0,1,0,0.6,0.3333333333333333,0.6,0.46,2,1,1,4940
0,1,0,1.0,0.7777777777777778,0.77,0.79,4,2,2,4981
1,1,0,0.4,0.4444444444444444,0.77,0.6,4,1,1,4934
1,0,1,0.6,0.4444444444444444,0.64,0.62,3,1,1,4977
0,0,1,0.4,0.4444444444444444,0.62,0.38,3,1,1,4979
0,1,0,0.8,0.8888888888888888,0.8699999999999999,0.72,4,2,2,5213
0,1,1,0.8,0.7777777777777778,0.93,0.77,4,2,2,4933
0,1,1,1.0,0.8888888888888888,0.77,0.8,4,2,2,5133
0,1,1,0.4,0.4444444444444444,0.5,0.44,1,1,1,5074
1,0,1,0.2,0.2222222222222222,0.35,0.24,0,0,0,5050
1,0,0,0.2,0.1111111111111111,0.45,0.23,1,0,0,5139
1,1,0,0.4,0.4444444444444444,0.8099999999999999,0.64,4,1,1,5212
1,0,1,0.2,0.1111111111111111,0.55,0.32,2,0,0,5202
1,0,0,0.4,0.4444444444444444,0.5,0.38,1,1,1,5024
1,1,0,0.6,0.4444444444444444,0.5700000000000001,0.45,2,1,1,5167
1,1,0,0.2,0.1111111111111111,0.3,0.19,0,0,0,4983
1,0,1,0.4,0.3333333333333333,0.45999999999999996,0.33,1,1,1,5217
1,1,1,0.2,0.2222222222222222,0.63,0.48,3,0,0,5022
0,0,0,0.6,0.5555555555555556,0.7,0.51,3,1,1,5169
1,1,1,0.4,0.3333333333333333,0.64,0.49,3,1,1,4915
1,1,1,0.2,0.3333333333333333,0.58,0.46,2,0,1,4920
1,1,1,0.2,0.1111111111111111,0.27,0.1,0,0,0,4943
1,1,1,0.4,0.2222222222222222,0.51,0.46,2,1,0,5017
1,1,1,0.4,0.3333333333333333,0.51,0.35,2,1,1,5136
1,0,0,0.8,0.6666666666666666,0.6799999999999999,0.54,3,2,2,4990
1,1,0,0.6,0.5555555555555556,0.6,0.48,2,1,1,5230
0,1,1,0.8,0.8888888888888888,0.86,0.74,4,2,2,5134
0,1,1,0.8,0.6666666666666666,0.6900000000000001,0.65,3,2,2,4939
1,1,1,0.4,0.2222222222222222,0.32999999999999996,0.25,0,1,0,4919
0,1,0,0.6,0.5555555555555556,0.5900000000000001,0.48,2,1,1,5250
1,1,0,0.4,0.4444444444444444,0.73,0.52,4,1,1,4929
0,1,1,0.4,0.3333333333333333,0.52,0.47,2,1,1,5089
0,1,1,0.8,0.5555555555555556,0.64,0.62,3,2,1,4986
1,1,1,0.2,0.3333333333333333,0.51,0.45,2,0,1,5130
0,1,1,0.2,0.0,0.39,0.28,0,0,0,5016
1,1,1,0.2,0.3333333333333333,0.51,0.47,2,0,1,4925
1,1,1,0.2,0.2222222222222222,0.39,0.31,0,0,0,5225
1,0,0,0.2,0.2222222222222222,0.45999999999999996,0.33,1,0,0,5197
0,1,1,0.4,0.2222222222222222,0.3,0.24,0,1,0,5007
1,0,1,0.4,0.3333333333333333,0.62,0.47,3,1,1,5027
1,0,1,0.0,0.0,0.32999999999999996,0.23,0,0,0,5130
0,0,0,0.6,0.6666666666666666,0.67,0.59,3,1,2,5220
1,1,1,0.4,0.2222222222222222,0.48,0.37,1,1,0,5098
1,1,1,0.0,0.0,0.21000000000000002,0.06,0,0,0,5235
0,1,1,0.0,0.1111111111111111,0.45,0.33,1,0,0,5182
0,0,1,1.0,0.8888888888888888,0.82,0.83,4,2,2,5216
0,0,1,0.2,0.1111111111111111,0.43,0.2,1,0,0,5197
0,0,1,0.4,0.5555555555555556,0.72,0.52,4,1,1,5107
0,1,1,0.6,0.5555555555555556,0.71,0.57,4,1,1,5002
1,1,1,0.2,0.1111111111111111,0.5900000000000001,0.41,2,0,0,4939
0,0,0,0.4,0.5555555555555556,0.62,0.52,3,1,1,5253
0,1,1,0.6,0.5555555555555556,0.7,0.6,3,1,1,5210
1,1,1,0.2,0.2222222222222222,0.37,0.18,0,0,0,5065
0,1,1,0.4,0.2222222222222222,0.38,0.17,0,1,0,5167
1,0,1,0.6,0.4444444444444444,0.77,0.58,4,1,1,4984
0,1,0,0.4,0.4444444444444444,0.77,0.63,4,1,1,4917
1,0,1,0.2,0.2222222222222222,0.3,0.15,0,0,0,5024
0,0,0,0.4,0.1111111111111111,0.36,0.23,0,1,0,4978
1,0,1,0.4,0.4444444444444444,0.6,0.56,2,1,1,5132
0,1,1,0.8,0.7777777777777778,0.8400000000000001,0.84,4,2,2,4955
1,1,1,0.6,0.5555555555555556,0.49000000000000005,0.41,1,1,1,5047
0,0,0,0.0,0.0,0.53,0.28,2,0,0,5108
0,1,0,0.6,0.4444444444444444,0.52,0.37,2,1,1,5062
1,0,0,0.4,0.4444444444444444,0.5599999999999999,0.38,2,1,1,5134
1,1,0,0.4,0.5555555555555556,0.72,0.59,4,1,1,5070
1,1,0,0.4,0.3333333333333333,0.72,0.59,4,1,1,5122
1,1,1,0.4,0.3333333333333333,0.55,0.31,2,1,1,5177
0,1,1,0.2,0.1111111111111111,0.48,0.37,1,0,0,5114
1,1,1,0.8,0.7777777777777778,0.8300000000000001,0.73,4,2,2,4947
0,0,1,0.6,0.5555555555555556,0.65,0.51,3,1,1,5150
1,1,0,0.8,0.7777777777777778,0.77,0.62,4,2,2,4905
1,1,1,0.2,0.0,0.12,0.02,0,0,0,4985
0,1,0,0.6,0.4444444444444444,0.6,0.51,2,1,1,5048
1,1,0,0.8,0.6666666666666666,0.73,0.59,4,2,2,5242
1,1,0,0.6,0.5555555555555556,0.64,0.53,3,1,1,5176
1,0,0,1.0,0.8888888888888888,0.86,0.89,4,2,2,5016
0,1,1,0.2,0.2222222222222222,0.5900000000000001,0.52,2,0,0,5204
1,1,0,0.8,0.5555555555555556,0.73,0.64,4,2,1,5076
1,1,1,0.0,0.1111111111111111,0.22000000000000003,0.14,0,0,0,5242
1,1,1,0.6,0.3333333333333333,0.47000000000000003,0.42,1,1,1,4933
0,1,0,0.6,0.5555555555555556,0.71,0.56,4,1,1,5228
0,1,0,0.6,0.6666666666666666,0.6799999999999999,0.53,3,1,2,5062
0,1,1,0.4,0.3333333333333333,0.53,0.34,2,1,1,4924
1,1,0,0.4,0.1111111111111111,0.42000000000000004,0.28,1,1,0,5210
1,1,1,0.4,0.3333333333333333,0.5,0.39,1,1,1,4961
1,0,1,0.2,0.0,0.32999999999999996,0.24,0,0,0,5139
1,0,0,0.4,0.4444444444444444,0.62,0.47,3,1,1,5199
0,1,0,0.8,0.6666666666666666,0.75,0.64,4,2,2,5152
0,1,1,0.2,0.1111111111111111,0.32,0.19,0,0,0,4969
1,0,1,0.8,0.8888888888888888,0.9099999999999999,0.83,4,2,2,5092
1,1,0,0.4,0.4444444444444444,0.5599999999999999,0.52,2,1,1,5050
1,0,0,0.4,0.5555555555555556,0.76,0.6,4,1,1,5103
1,1,0,0.8,0.7777777777777778,0.77,0.75,4,2,2,4990
1,1,1,0.4,0.3333333333333333,0.6799999999999999,0.45,3,1,1,5086
0,1,0,0.4,0.5555555555555556,0.65,0.51,3,1,1,4894
1,0,0,0.6,0.4444444444444444,0.44000000000000006,0.36,1,1,1,5169
1,1,1,0.4,0.0,0.13999999999999999,0.1,0,1,0,5186
1,1,1,0.8,0.6666666666666666,0.6599999999999999,0.53,3,2,2,5205
1,1,1,0.4,0.3333333333333333,0.5900000000000001,0.51,2,1,1,5046
0,0,1,0.2,0.1111111111111111,0.4,0.27,0,0,0,5108
0,0,1,0.8,0.8888888888888888,0.8699999999999999,0.86,4,2,2,4923
0,1,0,0.6,0.5555555555555556,0.61,0.58,3,1,1,5127
0,1,1,0.6,0.5555555555555556,0.8300000000000001,0.67,4,1,1,4899
0,1,0,0.8,0.6666666666666666,0.8,0.63,4,2,2,5023
1,1,0,0.4,0.4444444444444444,0.75,0.55,4,1,1,4944
1,0,0,0.8,0.6666666666666666,0.64,0.62,3,2,2,5118
0,1,0,0.6,0.5555555555555556,0.6,0.56,2,1,1,5121
1,0,0,0.6,0.4444444444444444,0.62,0.5,3,1,1,5243
0,1,1,0.0,0.0,0.24,0.17,0,0,0,5082
0,1,1,0.4,0.3333333333333333,0.36,0.31,0,1,1,4945
0,0,0,0.8,0.7777777777777778,0.64,0.57,3,2,2,4929
0,1,1,0.6,0.4444444444444444,0.5700000000000001,0.44,2,1,1,5256
1,0,0,0.6,0.5555555555555556,0.7,0.65,3,1,1,4997
0,1,0,0.4,0.3333333333333333,0.61,0.57,3,1,1,5117
1,0,1,0.8,0.8888888888888888,0.78,0.76,4,2,2,5008
0,0,1,0.4,0.4444444444444444,0.8099999999999999,0.65,4,1,1,4928
1,0,0,0.4,0.2222222222222222,0.63,0.5,3,1,0,5252
1,1,0,0.2,0.2222222222222222,0.33999999999999997,0.24,0,0,0,4905
0,1,1,0.6,0.5555555555555556,0.76,0.68,4,1,1,5010
0,1,1,0.2,0.1111111111111111,0.52,0.32,2,0,0,5255
0,0,0,0.6,0.5555555555555556,0.8300000000000001,0.63,4,1,1,5067
0,1,0,0.4,0.4444444444444444,0.37,0.31,0,1,1,5109
1,1,0,0.4,0.3333333333333333,0.6799999999999999,0.56,3,1,1,5137
0,1,1,0.0,0.0,0.32999999999999996,0.15,0,0,0,5138
1,0,1,0.2,0.0,0.42000000000000004,0.22,1,0,0,5136
1,0,0,0.2,0.1111111111111111,0.61,0.44,3,0,0,5131
0,1,1,0.2,0.1111111111111111,0.6599999999999999,0.43,3,0,0,5003
0,1,1,0.4,0.4444444444444444,0.49000000000000005,0.43,1,1,1,5205
1,0,1,0.6,0.3333333333333333,0.48,0.38,1,1,1,5078
0,1,1,0.2,0.2222222222222222,0.67,0.47,3,0,0,5053
1,1,1,0.6,0.4444444444444444,0.63,0.43,3,1,1,5250
1,0,1,0.0,0.0,0.38,0.23,0,0,0,5258
1,1,1,0.4,0.4444444444444444,0.49000000000000005,0.41,1,1,1,5175
1,1,0,0.8,0.6666666666666666,0.74,0.61,4,2,2,5188
1,1,0,0.4,0.3333333333333333,0.61,0.41,3,1,1,4905
1,1,1,0.2,0.3333333333333333,0.5700000000000001,0.43,2,0,1,5224
0,0,1,0.2,0.3333333333333333,0.42000000000000004,0.36,1,0,1,4923
1,1,0,0.6,0.3333333333333333,0.54,0.29,2,1,1,5016
1,0,0,0.8,0.8888888888888888,0.85,0.73,4,2,2,5216
0,1,0,0.6,0.4444444444444444,0.65,0.52,3,1,1,5017
0,0,0,0.6,0.5555555555555556,0.55,0.45,2,1,1,5026
1,1,1,0.4,0.2222222222222222,0.49000000000000005,0.28,1,1,0,4910
0,0,0,0.4,0.5555555555555556,0.78,0.59,4,1,1,5254
1,0,0,0.6,0.5555555555555556,0.8099999999999999,0.61,4,1,1,5006
1,0,0,0.4,0.2222222222222222,0.64,0.42,3,1,0,5054
0,1,1,0.2,0.1111111111111111,0.55,0.36,2,0,0,5248
1,0,1,0.4,0.3333333333333333,0.49000000000000005,0.43,1,1,1,4954
0,0,0,0.4,0.3333333333333333,0.52,0.37,2,1,1,4987
1,1,0,0.0,0.0,0.12,0.07,0,0,0,5109
0,0,1,0.4,0.3333333333333333,0.37,0.23,0,1,1,5021
0,1,0,0.6,0.5555555555555556,0.78,0.74,4,1,1,4990
1,1,1,0.4,0.2222222222222222,0.53,0.29,2,1,0,5115
1,1,0,0.6,0.5555555555555556,0.5700000000000001,0.53,2,1,1,5059
0,1,1,0.4,0.3333333333333333,0.6,0.4,2,1,1,4995
1,1,0,0.6,0.5555555555555556,0.75,0.53,4,1,1,4967
0,0,0,0.4,0.4444444444444444,0.76,0.58,4,1,1,4982
0,1,0,0.8,0.7777777777777778,0.75,0.77,4,2,2,5126
0,0,1,0.6,0.6666666666666666,0.6799999999999999,0.64,3,1,2,5143
1,0,1,0.4,0.3333333333333333,0.63,0.47,3,1,1,5115
0,1,1,0.6,0.4444444444444444,0.45999999999999996,0.37,1,1,1,5205
0,1,0,0.6,0.6666666666666666,0.76,0.72,4,1,2,4946
1,1,1,0.4,0.2222222222222222,0.5900000000000001,0.39,2,1,0,5160
0,1,1,0.4,0.2222222222222222,0.51,0.42,2,1,0,5042
1,1,0,0.4,0.2222222222222222,0.44000000000000006,0.38,1,1,0,5117
1,0,0,0.6,0.4444444444444444,0.8300000000000001,0.66,4,1,1,5091
1,1,0,0.8,0.5555555555555556,0.5599999999999999,0.5,2,2,1,5175
1,1,0,0.0,0.0,0.45999999999999996,0.31,1,0,0,4960
0,0,0,0.4,0.4444444444444444,0.8300000000000001,0.71,4,1,1,5022
0,1,1,0.6,0.6666666666666666,0.9,0.75,4,1,2,5208
1,0,0,0.6,0.4444444444444444,0.5599999999999999,0.51,2,1,1,4902
0,1,0,0.8,0.6666666666666666,0.6900000000000001,0.62,3,2,2,5004
1,0,0,0.4,0.5555555555555556,0.7,0.54,3,1,1,5227
1,1,1,0.6,0.6666666666666666,0.7,0.71,3,1,2,5227
0,1,1,0.4,0.2222222222222222,0.51,0.36,2,1,0,4904
0,1,0,0.4,0.3333333333333333,0.36,0.3,0,1,1,5061
0,1,1,0.4,0.4444444444444444,0.5,0.3,1,1,1,4944
0,0,1,0.4,0.3333333333333333,0.44000000000000006,0.38,1,1,1,5209
1,0,1,0.2,0.1111111111111111,0.43,0.28,1,0,0,5097
1,0,0,0.2,0.2222222222222222,0.54,0.37,2,0,0,4899
0,1,0,0.2,0.0,0.0,0.01,0,0,0,5171
0,1,0,0.6,0.5555555555555556,0.58,0.52,2,1,1,5103
0,0,1,0.4,0.4444444444444444,0.6799999999999999,0.58,3,1,1,5066
0,0,1,0.2,0.2222222222222222,0.6799999999999999,0.48,3,0,0,4898
1,1,1,0.6,0.4444444444444444,0.58,0.45,2,1,1,4895
1,1,0,0.4,0.2222222222222222,0.24,0.14,0,1,0,5096
1,1,0,0.6,0.4444444444444444,0.8300000000000001,0.63,4,1,1,5113
1,1,1,0.4,0.3333333333333333,0.5700000000000001,0.42,2,1,1,5060
0,0,1,0.4,0.5555555555555556,0.76,0.63,4,1,1,4910
1,0,1,0.4,0.2222222222222222,0.38,0.16,0,1,0,5248
0,1,1,0.4,0.4444444444444444,0.7,0.48,3,1,1,4918
0,1,0,0.6,0.6666666666666666,0.71,0.59,4,1,2,5039
1,0,1,0.0,0.0,0.19,0.11,0,0,0,5066
1,1,1,0.0,0.0,0.0,0.0,0,0,0,5032
1,0,1,0.2,0.2222222222222222,0.19,0.14,0,0,0,4911
0,0,0,0.6,0.3333333333333333,0.5599999999999999,0.5,2,1,1,4907
1,1,1,0.6,0.4444444444444444,0.64,0.48,3,1,1,4983
0,1,0,0.8,0.7777777777777778,0.6799999999999999,0.62,3,2,2,4971
1,1,1,1.0,1.0,0.73,0.73,4,2,2,5192
1,1,0,0.6,0.5555555555555556,0.5599999999999999,0.42,2,1,1,5229
1,1,1,0.6,0.4444444444444444,0.54,0.44,2,1,1,5188
1,0,1,0.8,0.7777777777777778,0.73,0.73,4,2,2,5141
1,0,1,0.6,0.3333333333333333,0.5,0.37,1,1,1,5068
1,1,1,0.4,0.2222222222222222,0.44000000000000006,0.27,1,1,0,5137
1,0,0,0.4,0.5555555555555556,0.7,0.62,3,1,1,5010
0,1,1,0.2,0.1111111111111111,0.61,0.41,3,0,0,5042
1,0,1,0.4,0.4444444444444444,0.48,0.38,1,1,1,5045
0,1,1,0.2,0.1111111111111111,0.25,0.08,0,0,0,4978
0,0,0,0.4,0.4444444444444444,0.76,0.59,4,1,1,5075
0,1,1,0.4,0.3333333333333333,0.61,0.43,3,1,1,4919
0,1,1,0.8,0.7777777777777778,0.76,0.69,4,2,2,5156
0,0,1,0.8,0.7777777777777778,0.6599999999999999,0.51,3,2,2,4898
1,1,1,0.2,0.3333333333333333,0.6,0.39,2,0,1,5216
0,1,1,0.2,0.1111111111111111,0.37,0.24,0,0,0,5038
1,1,1,0.6,0.5555555555555556,0.5900000000000001,0.51,2,1,1,5127
1,0,1,0.8,0.6666666666666666,0.75,0.75,4,2,2,5063
0,1,1,0.2,0.2222222222222222,0.64,0.48,3,0,0,5005
0,1,0,0.6,0.5555555555555556,0.67,0.67,3,1,1,5205
1,0,0,0.6,0.5555555555555556,0.71,0.49,4,1,1,5005
0,0,0,0.4,0.4444444444444444,0.78,0.74,4,1,1,5134
1,0,1,0.2,0.2222222222222222,0.29,0.2,0,0,0,4961
0,0,1,0.4,0.4444444444444444,0.49000000000000005,0.44,1,1,1,5114
1,1,1,0.8,0.6666666666666666,0.85,0.81,4,2,2,4956
1,1,1,0.4,0.3333333333333333,0.5700000000000001,0.5,2,1,1,4943
1,1,0,1.0,0.8888888888888888,0.8800000000000001,0.9,4,2,2,4952
0,0,0,0.6,0.8888888888888888,0.9099999999999999,0.95,4,1,2,5009
0,1,1,0.4,0.2222222222222222,0.54,0.37,2,1,0,4924
1,1,1,0.2,0.1111111111111111,0.4,0.19,0,0,0,5166
0,0,0,0.4,0.3333333333333333,0.75,0.6,4,1,1,4988
1,1,1,0.6,0.5555555555555556,0.5700000000000001,0.48,2,1,1,5191
1,1,1,0.6,0.6666666666666666,0.62,0.61,3,1,2,5066
0,1,0,0.8,1.0,0.97,0.91,4,2,2,5186
1,0,0,0.6,0.6666666666666666,0.61,0.59,3,1,2,4991
0,0,0,0.8,0.8888888888888888,0.76,0.7,4,2,2,4935
0,1,0,0.8,0.5555555555555556,0.8400000000000001,0.67,4,2,1,4991
0,0,1,0.6,0.4444444444444444,0.6900000000000001,0.46,3,1,1,4987
1,1,0,0.2,0.0,0.09,0.0,0,0,0,4987
1,0,0,0.6,0.4444444444444444,0.58,0.35,2,1,1,5049
1,0,1,0.4,0.2222222222222222,0.44000000000000006,0.34,1,1,0,5194
0,0,0,0.4,0.4444444444444444,0.6599999999999999,0.65,3,1,1,5245
1,0,1,0.2,0.1111111111111111,0.49000000000000005,0.43,1,0,0,5089
1,1,0,0.4,0.4444444444444444,0.7,0.63,3,1,1,5140
1,1,0,0.4,0.2222222222222222,0.38,0.22,0,1,0,5093
0,1,1,0.6,0.4444444444444444,0.5,0.33,1,1,1,5125
1,0,1,0.6,0.3333333333333333,0.53,0.46,2,1,1,5157
1,1,1,0.4,0.2222222222222222,0.32999999999999996,0.24,0,1,0,5061
0,0,0,0.4,0.3333333333333333,0.39,0.22,0,1,1,5132
1,1,1,1.0,0.8888888888888888,0.8699999999999999,0.93,4,2,2,5039
0,0,1,0.4,0.4444444444444444,0.64,0.47,3,1,1,4896
1,0,1,0.2,0.2222222222222222,0.22000000000000003,0.16,0,0,0,5218
0,1,0,0.2,0.0,0.37,0.18,0,0,0,4961
1,0,0,0.4,0.2222222222222222,0.3,0.25,0,1,0,5119
0,1,1,0.2,0.2222222222222222,0.65,0.41,3,0,0,4958
1,0,1,0.2,0.1111111111111111,0.44000000000000006,0.39,1,0,0,5069
1,1,1,0.0,0.0,0.0,0.0,0,0,0,5033
